GPL_NAME,GPL_TYPE,GSS_CD,GSS_NM,GSS_ENTITY_CD,GSS_ENTITY_NM,16/02/2020,17/02/2020,18/02/2020,19/02/2020,20/02/2020,21/02/2020,22/02/2020,23/02/2020,24/02/2020,25/02/2020,26/02/2020,27/02/2020,28/02/2020,29/02/2020,01/03/2020,02/03/2020,03/03/2020,04/03/2020,05/03/2020,06/03/2020,07/03/2020,08/03/2020,09/03/2020,10/03/2020,11/03/2020,12/03/2020,13/03/2020,14/03/2020,15/03/2020,16/03/2020,17/03/2020,18/03/2020,19/03/2020,20/03/2020,21/03/2020,22/03/2020,23/03/2020,24/03/2020,25/03/2020,26/03/2020,27/03/2020,28/03/2020,29/03/2020
Merthyr Tydfil County Borough,Residential,W06000024,Merthyr Tydfil,W06,Unitary Authority,NA,3,3,4,4,NA,NA,NA,2,0,1,1,1,NA,NA,0,0,1,1,0,NA,NA,1,1,1,2,1,NA,NA,2,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mid And East Antrim,Retail & recreation,N09000008,Mid and East Antrim,N09,Local Government District,-4,3,3,-2,0,-3,-9,-3,-7,-4,-2,-2,0,-1,1,3,-1,2,2,1,0,5,-2,0,-1,-3,-1,-8,-4,4,-8,-18,-17,-23,-42,-48,-40,-69,-74,-77,-77,-81,-81
Mid And East Antrim,Grocery & pharmacy,N09000008,Mid and East Antrim,N09,Local Government District,-5,-2,-1,-6,-3,-4,-2,-3,-2,2,-1,-2,2,-1,1,2,-1,3,1,5,-1,4,1,7,9,23,18,11,10,25,16,17,18,14,12,-4,0,-16,-20,-21,-22,-27,-37
Mid And East Antrim,Parks,N09000008,Mid and East Antrim,N09,Local Government District,NA,NA,NA,NA,NA,-19,-23,7,NA,NA,NA,NA,-17,-16,-15,NA,NA,NA,NA,15,4,27,NA,NA,NA,-24,17,-7,23,NA,NA,NA,NA,NA,5,40,NA,NA,NA,NA,-40,-39,-52
Mid And East Antrim,Transit stations,N09000008,Mid and East Antrim,N09,Local Government District,0,-7,-8,-13,-2,-1,-8,19,0,6,-4,0,4,-10,-7,3,-1,0,3,0,-3,6,0,0,-5,-6,-8,-26,-6,-21,-48,-32,-37,-34,-46,-20,-46,-59,-67,-66,-67,-69,-56
Mid And East Antrim,Workplace,N09000008,Mid and East Antrim,N09,Local Government District,3,-13,-13,-14,-11,-11,-2,2,0,1,-1,-1,0,-2,2,2,1,-1,1,2,0,1,1,0,-1,0,-2,-1,-3,-13,-42,-16,-19,-23,-22,-30,-36,-51,-61,-63,-65,-58,-56
Mid And East Antrim,Residential,N09000008,Mid and East Antrim,N09,Local Government District,NA,3,3,4,3,2,2,NA,1,1,1,1,0,0,NA,0,0,0,0,-1,0,NA,1,1,1,1,1,4,NA,5,14,8,10,10,NA,NA,15,22,26,27,27,NA,NA
Mid Ulster,Retail & recreation,N09000009,Mid Ulster,N09,Local Government District,-2,4,2,-2,0,-2,-7,6,-15,-3,-4,-1,0,-5,4,0,4,3,2,0,-4,7,-1,0,-1,3,-2,-13,-9,2,-28,-21,-19,-27,-41,-46,-34,-59,-66,-66,-70,-75,-81
Mid Ulster,Grocery & pharmacy,N09000009,Mid Ulster,N09,Local Government District,-7,-1,-2,-3,-3,-2,-2,-1,-2,8,1,-1,3,0,-1,3,4,6,3,3,2,6,6,4,9,25,13,8,5,20,-5,2,6,1,7,-9,-6,-16,-22,-28,-28,-30,-43
Mid Ulster,Parks,N09000009,Mid Ulster,N09,Local Government District,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mid Ulster,Transit stations,N09000009,Mid Ulster,N09,Local Government District,NA,-9,-2,-9,-5,-13,0,NA,-9,-2,0,7,0,-9,NA,3,9,3,12,0,-3,NA,-5,0,-2,-2,-9,-19,-16,-26,-42,-27,-25,-29,-37,-23,-38,-46,-53,-46,-57,-58,-51
Mid Ulster,Workplace,N09000009,Mid Ulster,N09,Local Government District,0,-13,-11,-10,-9,-10,-2,1,-15,1,1,1,2,1,0,2,3,2,2,3,0,2,3,3,2,0,1,-2,-5,-20,-58,-16,-18,-19,-22,-24,-29,-43,-53,-59,-60,-54,-42
Mid Ulster,Residential,N09000009,Mid Ulster,N09,Local Government District,NA,2,3,3,3,2,NA,NA,7,1,1,1,0,NA,NA,0,0,0,0,-1,NA,NA,1,0,1,2,2,NA,NA,7,21,10,11,12,NA,NA,15,21,26,28,28,NA,NA
Middlesbrough,Retail & recreation,E06000002,Middlesbrough,E06,Unitary Authority,-2,-1,-1,0,0,-1,-8,-5,-7,-1,33,2,6,6,4,24,2,4,3,4,-2,1,-1,1,-1,1,3,-6,-4,-3,-10,-17,-16,-22,-41,-53,-43,-72,-73,-74,-75,-82,-84
Middlesbrough,Grocery & pharmacy,E06000002,Middlesbrough,E06,Unitary Authority,-2,-4,-7,-2,-2,0,-2,1,-1,8,-3,1,3,4,-2,4,1,3,3,7,2,4,0,5,2,-1,2,2,3,10,14,16,19,11,5,-17,-11,-29,-29,-32,-31,-39,-42
Middlesbrough,Parks,E06000002,Middlesbrough,E06,Unitary Authority,NA,NA,NA,NA,-27,-14,-29,-6,NA,NA,NA,NA,-28,4,-12,NA,NA,NA,NA,NA,8,6,NA,NA,NA,NA,-14,-2,-2,NA,NA,NA,NA,NA,-4,4,NA,-44,-40,-42,-44,-63,-63
Middlesbrough,Transit stations,E06000002,Middlesbrough,E06,Unitary Authority,3,-4,-8,-9,-8,-6,-7,2,-10,-1,5,1,1,-1,8,5,-5,-2,1,4,4,9,-3,-4,-2,-1,-3,-10,-3,-5,-23,-26,-28,-30,-39,-34,-47,-63,-69,-69,-74,-76,-73
Middlesbrough,Workplace,E06000002,Middlesbrough,E06,Unitary Authority,2,-12,-12,-14,-13,-12,-1,2,-1,2,1,1,1,4,1,1,2,2,2,2,3,5,2,1,1,0,0,0,-2,-3,-8,-14,-18,-19,-19,-22,-36,-50,-56,-59,-59,-55,-51
Middlesbrough,Residential,E06000002,Middlesbrough,E06,Unitary Authority,NA,2,2,2,3,3,1,NA,2,0,0,1,1,0,NA,0,0,0,0,0,-1,NA,1,0,0,1,1,1,NA,2,4,6,7,8,NA,NA,13,19,21,22,24,NA,NA
Midlothian,Retail & recreation,S12000019,Midlothian,S12,Council Area,-3,8,4,3,4,-4,-9,-3,-8,1,1,5,1,4,-1,8,6,5,9,1,-1,-5,-1,0,1,-1,-6,-8,-14,-6,-12,-13,-7,-20,-42,-56,-46,-79,-81,-80,-82,-88,-90
Midlothian,Grocery & pharmacy,S12000019,Midlothian,S12,Council Area,-2,-1,0,3,-2,-3,-6,0,-5,3,-1,1,2,1,1,6,3,9,4,5,3,2,3,3,7,10,13,12,10,20,23,26,24,10,3,-14,-7,-21,-22,-27,-32,-36,-43
Midlothian,Parks,S12000019,Midlothian,S12,Council Area,NA,NA,NA,NA,NA,NA,-48,-9,NA,NA,NA,NA,NA,-11,-50,NA,NA,NA,NA,NA,-21,2,NA,NA,NA,NA,NA,-2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35,-20
Midlothian,Transit stations,S12000019,Midlothian,S12,Council Area,-4,2,2,1,-2,0,-16,1,-4,-2,2,1,2,5,-1,2,1,2,2,6,-1,3,-1,-6,-7,-8,-7,-9,-7,-12,-25,-20,-27,-22,-31,-6,-35,-53,-53,-62,-63,-61,-50
Midlothian,Workplace,S12000019,Midlothian,S12,Council Area,-1,-1,-1,0,-1,0,-3,2,-1,0,1,-1,0,0,1,0,0,0,1,1,-1,2,-1,-2,0,-4,-4,-3,-1,-9,-16,-23,-29,-30,-24,-28,-46,-61,-67,-70,-70,-56,-53
Midlothian,Residential,S12000019,Midlothian,S12,Council Area,NA,1,1,0,1,1,NA,NA,2,0,0,1,0,NA,NA,0,0,0,0,-1,NA,NA,0,1,1,2,2,NA,NA,4,8,10,11,12,NA,NA,17,25,NA,NA,NA,NA,NA
Milton Keynes,Retail & recreation,E06000042,Milton Keynes,E06,Unitary Authority,-6,13,11,10,9,10,2,-5,1,2,5,2,4,8,8,7,3,3,3,5,3,1,3,1,1,3,-3,-9,-14,2,-8,-13,-14,-27,-49,-59,-41,-69,-71,-72,-74,-83,-85
Milton Keynes,Grocery & pharmacy,E06000042,Milton Keynes,E06,Unitary Authority,-4,1,-1,-3,-1,-4,-6,-6,-2,0,-1,-4,-2,-1,0,2,-1,0,1,2,-3,-2,2,4,3,9,8,1,-2,18,22,25,29,10,-5,-19,-10,-26,-26,-27,-31,-43,-49
Milton Keynes,Parks,E06000042,Milton Keynes,E06,Unitary Authority,-29,40,21,14,15,22,3,-11,4,10,14,9,-7,-14,11,23,7,-1,4,32,4,13,11,4,14,15,8,2,-23,38,-4,-16,-11,-10,-3,27,18,-10,-3,8,-14,-56,-53
Milton Keynes,Transit stations,E06000042,Milton Keynes,E06,Unitary Authority,3,6,1,0,-1,1,10,24,-1,0,3,-1,4,2,18,0,-1,0,-3,2,-2,3,-5,-1,-12,-14,-11,-22,-15,-20,-31,-38,-42,-41,-49,-51,-56,-66,-70,-72,-73,-78,-79
Milton Keynes,Workplace,E06000042,Milton Keynes,E06,Unitary Authority,-3,-14,-14,-14,-15,-15,-1,-1,0,1,1,0,0,2,1,1,1,1,0,0,2,1,0,0,0,-2,-4,-2,-5,-8,-16,-26,-31,-32,-24,-27,-48,-60,-65,-68,-67,-55,-55
Milton Keynes,Residential,E06000042,Milton Keynes,E06,Unitary Authority,1,2,3,3,3,3,0,0,1,0,0,1,1,0,-1,0,0,1,1,0,0,0,1,1,2,2,3,3,3,4,8,12,13,14,11,9,19,25,27,29,29,19,NA
Monmouthshire,Retail & recreation,W06000021,Monmouthshire,W06,Unitary Authority,-15,16,9,8,7,17,3,7,4,5,6,8,0,3,14,13,12,5,6,16,9,17,11,5,8,7,11,4,2,10,-9,-19,-20,-23,-45,-49,-36,-66,-69,-71,-75,-84,-85
Monmouthshire,Grocery & pharmacy,W06000021,Monmouthshire,W06,Unitary Authority,-6,4,-1,-3,-1,-2,1,-1,5,7,2,2,-2,1,6,5,7,1,7,2,1,-2,0,0,2,6,5,7,6,17,17,10,11,1,-1,-19,-17,-37,-38,-42,-44,-50,-56
Monmouthshire,Parks,W06000021,Monmouthshire,W06,Unitary Authority,-15,22,18,12,6,8,-8,-9,-6,8,10,13,-27,-27,1,12,16,-8,4,12,0,-1,-4,-4,10,4,15,5,-19,26,-8,-18,-17,2,12,14,-4,-24,-16,-23,-42,-66,-61
Monmouthshire,Transit stations,W06000021,Monmouthshire,W06,Unitary Authority,-21,0,-13,-8,-4,6,15,6,8,4,6,2,1,-1,0,3,4,2,3,4,3,0,11,2,6,12,18,15,13,11,-8,-18,-22,-18,-9,-13,-27,-51,-50,-57,-55,-57,-58
Monmouthshire,Workplace,W06000021,Monmouthshire,W06,Unitary Authority,-9,-24,-24,-22,-21,-21,-4,-2,-3,0,0,0,-2,0,5,1,2,-2,2,0,-1,0,-1,-1,-2,-1,-3,1,-4,-8,-14,-22,-27,-29,-25,-25,-46,-59,-64,-65,-66,-54,-47
Monmouthshire,Residential,W06000021,Monmouthshire,W06,Unitary Authority,NA,4,4,3,3,2,NA,NA,2,0,0,-1,1,NA,NA,0,0,1,0,-1,NA,NA,1,0,1,2,1,NA,NA,4,7,11,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moray,Retail & recreation,S12000020,Moray,S12,Council Area,1,4,10,2,5,-1,-2,0,-9,0,1,0,7,11,13,6,10,8,7,2,4,5,2,5,3,2,-1,1,-2,0,-6,-12,-11,-20,-38,-50,-40,-73,-78,-78,-79,-87,-88
Moray,Grocery & pharmacy,S12000020,Moray,S12,Council Area,2,4,7,2,0,0,-3,-1,-3,5,0,1,4,5,6,2,6,8,8,5,5,4,4,7,7,11,9,11,10,18,21,20,21,9,9,-7,-9,-25,-29,-28,-31,-39,-45
Moray,Parks,S12000020,Moray,S12,Council Area,6,14,NA,9,5,-2,-8,5,-4,12,7,-5,-10,5,23,26,NA,17,19,25,31,29,20,20,6,5,17,29,-2,12,16,20,25,32,25,25,0,-12,-30,-11,-15,-46,-42
Moray,Transit stations,S12000020,Moray,S12,Council Area,NA,6,8,4,-2,-2,-9,NA,-4,-2,-9,-8,-2,NA,NA,-2,-2,-4,-6,-4,NA,NA,-4,-4,-2,-8,-5,NA,NA,-8,-12,-20,-21,-25,-28,NA,-40,-56,-61,-55,-56,-63,NA
Moray,Workplace,S12000020,Moray,S12,Council Area,-3,-1,1,1,2,-2,-1,-1,-6,-2,-4,-1,-1,4,2,-2,-1,-2,-1,-2,1,1,1,0,-2,0,-2,0,-5,-4,-7,-14,-17,-17,-20,-25,-34,-52,-60,-62,-66,-59,-54
Moray,Residential,S12000020,Moray,S12,Council Area,NA,1,0,0,1,1,NA,NA,2,1,1,1,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,1,0,NA,NA,2,4,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Na h-Eileanan an Iar,Retail & recreation,S12000013,Na h-Eileanan Siar,S12,Council Area,NA,NA,NA,NA,NA,4,-5,NA,NA,NA,NA,2,13,20,NA,NA,NA,NA,2,4,-6,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,-2,-9,-31,NA,NA,-82,-68,-84,-69,-77,NA
Na h-Eileanan an Iar,Grocery & pharmacy,S12000013,Na h-Eileanan Siar,S12,Council Area,NA,0,6,2,5,5,-6,NA,6,6,0,-2,8,5,NA,9,6,8,4,5,0,NA,6,15,6,15,11,11,NA,26,33,27,27,16,5,NA,-4,-25,-27,-25,-31,-31,NA
Na h-Eileanan an Iar,Parks,S12000013,Na h-Eileanan Siar,S12,Council Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Na h-Eileanan an Iar,Transit stations,S12000013,Na h-Eileanan Siar,S12,Council Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-38,-53,-43,-44,-41,-54,NA
Na h-Eileanan an Iar,Workplace,S12000013,Na h-Eileanan Siar,S12,Council Area,NA,4,4,0,2,-2,NA,NA,4,2,-4,1,-1,NA,NA,4,8,2,2,-4,NA,NA,6,5,-1,0,-6,NA,NA,-4,-4,-9,-14,-17,NA,NA,-35,-49,-59,-57,-58,-51,NA
Na h-Eileanan an Iar,Residential,S12000013,Na h-Eileanan Siar,S12,Council Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neath Port Talbot Principle Area,Retail & recreation,W06000012,Neath Port Talbot,W06,Unitary Authority,-16,8,-3,-1,2,6,-3,-4,-1,0,2,15,-8,5,1,11,5,0,9,4,4,4,2,-4,0,10,9,-2,-3,11,-10,-13,-7,-16,-28,-37,-24,-62,-64,-65,-67,-73,-74
Neath Port Talbot Principle Area,Grocery & pharmacy,W06000012,Neath Port Talbot,W06,Unitary Authority,-6,3,-3,-3,-3,0,1,2,2,7,0,6,-1,7,2,7,5,2,7,2,-1,-3,1,0,1,7,10,8,5,14,12,15,18,11,11,-8,-8,-27,-27,-29,-28,-32,-38
Neath Port Talbot Principle Area,Parks,W06000012,Neath Port Talbot,W06,Unitary Authority,NA,NA,-2,-31,16,5,-4,3,-7,-9,-6,NA,-37,-40,-14,NA,23,-31,22,10,-15,-1,NA,-15,-12,8,19,-6,-6,NA,-34,-27,-4,25,17,35,NA,-19,-20,4,-22,-58,-46
Neath Port Talbot Principle Area,Transit stations,W06000012,Neath Port Talbot,W06,Unitary Authority,13,4,-1,-10,-5,-9,4,-8,-7,-3,-1,4,-9,-8,2,8,5,-1,-3,1,-4,0,-2,-7,-5,-3,-3,-18,3,-7,-28,-30,-36,-31,-31,-21,-37,-51,-58,-57,-60,-68,-60
Neath Port Talbot Principle Area,Workplace,W06000012,Neath Port Talbot,W06,Unitary Authority,-5,-18,-17,-17,-18,-19,1,-1,-2,0,1,0,-3,1,2,0,1,0,1,-1,2,-2,-1,0,-1,-1,-5,-3,-6,-6,-13,-21,-23,-25,-21,-23,-41,-53,-59,-61,-61,-51,-46
Neath Port Talbot Principle Area,Residential,W06000012,Neath Port Talbot,W06,Unitary Authority,NA,2,3,3,3,2,0,NA,1,1,0,0,2,1,NA,-1,0,0,0,-1,0,NA,0,1,1,1,1,3,NA,2,6,9,9,10,NA,NA,13,20,22,23,23,NA,NA
Newport,Retail & recreation,W06000022,Newport,W06,Unitary Authority,-12,1,-2,7,1,1,1,0,-5,-5,2,4,-7,5,8,5,3,1,1,3,2,3,-2,-4,0,-3,-3,-11,-11,-4,-18,-24,-25,-31,-44,-53,-43,-71,-74,-74,-76,-83,-83
Newport,Grocery & pharmacy,W06000022,Newport,W06,Unitary Authority,-4,3,-1,-1,1,1,-3,-1,2,7,0,7,1,5,1,7,4,5,7,6,3,2,4,6,7,12,11,7,4,19,18,18,19,4,3,-16,-11,-27,-28,-29,-33,-40,-47
Newport,Parks,W06000022,Newport,W06,Unitary Authority,NA,NA,NA,-11,-11,4,-17,-2,-9,NA,NA,NA,-11,-20,14,NA,NA,NA,6,8,-8,4,NA,NA,NA,-2,0,-3,-16,NA,-12,-24,-19,-15,22,14,NA,-16,-17,-21,-30,-57,-49
Newport,Transit stations,W06000022,Newport,W06,Unitary Authority,-13,-4,-6,-4,-8,-3,11,8,-4,0,0,-4,3,-12,5,0,5,11,-6,2,-3,24,-2,-1,-1,-13,-5,-20,-8,-16,-31,-39,-44,-44,-42,-36,-52,-64,-64,-71,-72,-73,-66
Newport,Workplace,W06000022,Newport,W06,Unitary Authority,-3,-15,-13,-14,-15,-17,-4,-4,0,1,-1,0,-3,-1,0,-1,0,1,2,0,1,1,-1,0,0,-1,-4,-4,-3,-7,-14,-23,-27,-30,-23,-27,-45,-55,-60,-63,-64,-53,-52
Newport,Residential,W06000022,Newport,W06,Unitary Authority,2,3,3,3,3,3,0,0,1,1,1,0,2,1,0,0,0,0,1,0,0,0,0,2,1,2,2,3,2,3,7,11,12,13,10,NA,16,22,24,25,26,NA,NA
Newry and Mourne And Down,Retail & recreation,N09000010,"Newry, Mourne and Down",N09,Local Government District,-5,13,15,2,9,-1,-6,0,0,2,1,5,0,-7,4,7,12,11,10,5,1,10,0,6,1,3,-2,-13,-5,10,-15,-23,-20,-27,-47,-58,-44,-65,-73,-73,-76,-80,-87
Newry and Mourne And Down,Grocery & pharmacy,N09000010,"Newry, Mourne and Down",N09,Local Government District,-6,0,0,-5,0,-2,0,-3,4,4,-3,0,0,-1,-3,4,2,3,2,4,4,3,4,5,7,27,17,10,14,29,6,9,9,7,11,-8,-6,-16,-20,-24,-26,-28,-45
Newry and Mourne And Down,Parks,N09000010,"Newry, Mourne and Down",N09,Local Government District,NA,NA,NA,-19,15,-12,-1,7,-6,NA,9,15,-15,-31,-17,6,NA,21,23,23,0,8,-15,NA,-6,-4,20,-14,44,NA,NA,NA,NA,NA,27,26,-13,-27,-30,-17,-38,-52,-65
Newry and Mourne And Down,Transit stations,N09000010,"Newry, Mourne and Down",N09,Local Government District,-14,-10,-17,-19,-12,-10,-7,-1,-7,2,-2,5,-3,-14,-8,1,6,-4,-4,0,-2,-7,-6,6,-10,-12,-7,-26,-11,-24,-30,-25,-21,-22,-32,-14,-42,-49,-53,-49,-55,-54,-55
Newry and Mourne And Down,Workplace,N09000010,"Newry, Mourne and Down",N09,Local Government District,1,-15,-14,-14,-12,-12,1,4,2,3,2,2,1,-4,1,3,2,1,1,2,1,2,1,2,0,1,-1,-4,-3,-23,-57,-24,-25,-25,-26,-33,-38,-52,-59,-62,-63,-55,-52
Newry and Mourne And Down,Residential,N09000010,"Newry, Mourne and Down",N09,Local Government District,NA,2,2,3,2,3,0,NA,0,0,0,0,1,2,NA,0,-1,0,0,0,1,NA,1,0,1,2,3,5,NA,8,19,12,12,14,NA,NA,16,22,25,26,29,NA,NA
Norfolk,Retail & recreation,E10000020,Norfolk,E10,County,-7,16,15,14,11,9,1,-3,-3,2,2,2,3,5,9,6,5,6,4,6,5,8,5,4,5,4,3,0,-3,1,-7,-19,-16,-24,-44,-54,-40,-71,-73,-75,-76,-84,-87
Norfolk,Grocery & pharmacy,E10000020,Norfolk,E10,County,-7,3,2,1,0,3,0,-3,-2,6,1,0,0,3,1,3,3,4,4,6,4,3,5,6,6,8,9,8,9,20,22,19,21,8,2,-13,-9,-27,-29,-31,-32,-43,-52
Norfolk,Parks,E10000020,Norfolk,E10,County,-28,59,56,57,28,42,7,-10,-9,9,12,3,-3,-18,27,25,20,25,9,36,21,37,22,26,36,20,38,15,14,43,38,8,24,17,9,19,3,-22,-17,-20,-34,-65,-69
Norfolk,Transit stations,E10000020,Norfolk,E10,County,-4,0,1,1,-3,-2,4,1,-3,0,-1,0,5,4,8,1,2,2,1,3,9,12,0,1,1,1,-1,1,3,-8,-15,-23,-23,-29,-29,-26,-42,-57,-60,-60,-63,-67,-68
Norfolk,Workplace,E10000020,Norfolk,E10,County,-3,-16,-15,-15,-16,-16,-2,-2,0,1,1,0,-1,0,1,1,1,1,1,1,2,2,1,0,1,0,-1,0,-3,-3,-9,-16,-19,-21,-21,-26,-37,-52,-58,-60,-60,-54,-53
Norfolk,Residential,E10000020,Norfolk,E10,County,2,2,2,2,3,3,0,0,2,0,0,1,1,1,-1,1,0,0,1,0,0,-1,1,1,0,1,1,2,2,3,5,8,9,10,9,7,14,20,22,24,25,18,14
North Ayrshire Council,Retail & recreation,S12000021,North Ayrshire,S12,Council Area,-2,2,7,0,2,-10,-5,0,2,8,7,6,4,6,5,13,13,19,10,5,1,9,3,5,2,-2,5,-4,4,1,-5,-8,-4,-14,-35,-40,-38,-69,-72,-72,-75,-78,-79
North Ayrshire Council,Grocery & pharmacy,S12000021,North Ayrshire,S12,Council Area,0,5,6,3,6,0,0,5,4,6,3,4,5,4,1,9,6,10,10,8,5,4,5,7,5,12,16,16,18,24,25,34,32,18,23,-2,1,-15,-17,-19,-18,-25,-37
North Ayrshire Council,Parks,S12000021,North Ayrshire,S12,Council Area,NA,NA,NA,NA,-16,-26,-21,-4,NA,NA,NA,-13,-19,-6,-20,NA,NA,NA,NA,NA,-10,16,NA,NA,NA,NA,NA,8,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41,-20,-28,-21,-12
North Ayrshire Council,Transit stations,S12000021,North Ayrshire,S12,Council Area,-16,6,-5,11,1,-15,-19,8,0,-1,9,7,3,3,-1,21,6,20,12,9,-5,24,5,-12,-1,-6,12,-8,4,-4,-17,-9,-6,-8,-19,-2,-38,-61,-65,-61,-65,-67,-59
North Ayrshire Council,Workplace,S12000021,North Ayrshire,S12,Council Area,1,1,1,1,1,-1,1,1,-1,0,0,-1,0,1,3,0,0,0,-2,0,4,1,-1,-1,-2,-2,-2,-3,-3,-7,-10,-16,-19,-22,-21,-24,-42,-57,-64,-66,-66,-57,-51
North Ayrshire Council,Residential,S12000021,North Ayrshire,S12,Council Area,NA,1,1,0,0,2,2,NA,1,0,0,1,1,0,NA,0,0,-1,1,0,0,NA,1,1,1,1,1,2,NA,3,5,7,7,8,NA,NA,13,20,23,23,25,NA,NA
North East Lincolnshire,Retail & recreation,E06000012,North East Lincolnshire,E06,Unitary Authority,0,7,10,8,5,3,-4,-2,-3,3,-1,2,-1,7,11,5,6,4,3,4,2,10,1,1,3,5,2,0,3,2,-1,-10,-5,-11,-33,-44,-36,-73,-75,-74,-74,-82,-85
North East Lincolnshire,Grocery & pharmacy,E06000012,North East Lincolnshire,E06,Unitary Authority,-4,-2,-2,0,-2,-1,0,0,1,5,0,-1,1,2,2,2,3,5,3,4,3,1,1,3,3,9,8,10,11,21,25,24,25,13,8,-9,-4,-24,-23,-27,-28,-38,-46
North East Lincolnshire,Parks,E06000012,North East Lincolnshire,E06,Unitary Authority,-33,39,50,34,3,20,4,-2,-12,10,13,0,-19,-19,28,25,35,28,10,53,45,55,11,28,46,19,42,29,15,48,48,7,31,29,2,6,-5,-21,-24,-25,-39,-69,-72
North East Lincolnshire,Transit stations,E06000012,North East Lincolnshire,E06,Unitary Authority,-18,-6,3,2,-9,-5,-1,0,0,6,-4,3,1,3,-3,0,8,6,-3,1,11,6,0,3,4,1,-2,-5,-10,-2,-10,-13,-16,-11,-20,-23,-35,-53,-52,-55,-55,-62,-68
North East Lincolnshire,Workplace,E06000012,North East Lincolnshire,E06,Unitary Authority,-1,-15,-13,-14,-15,-16,-2,0,0,1,0,0,-1,0,-1,1,1,0,1,2,2,-1,1,0,0,-1,-2,1,-2,-1,-4,-9,-11,-14,-15,-18,-31,-44,-51,-53,-53,-48,-46
North East Lincolnshire,Residential,E06000012,North East Lincolnshire,E06,Unitary Authority,1,2,2,2,3,3,0,0,1,0,0,1,1,0,-1,0,0,0,0,0,-1,-1,0,0,0,1,1,0,0,1,2,5,5,6,7,NA,11,17,19,20,22,NA,NA
North Lanarkshire,Retail & recreation,S12000050,North Lanarkshire,S12,Council Area,-3,1,7,0,-1,-7,-6,0,-1,4,2,4,1,7,0,5,7,9,4,2,0,1,2,0,1,-2,-1,-7,-2,-4,-12,-15,-13,-20,-39,-44,-37,-67,-71,-72,-72,-78,-78
North Lanarkshire,Grocery & pharmacy,S12000050,North Lanarkshire,S12,Council Area,-5,0,0,-1,-2,-1,1,-1,-1,4,0,0,3,4,-2,5,4,4,6,5,4,1,4,3,5,9,11,12,8,13,14,18,21,9,8,-8,-9,-21,-23,-27,-26,-29,-37
North Lanarkshire,Parks,S12000050,North Lanarkshire,S12,Council Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Lanarkshire,Transit stations,S12000050,North Lanarkshire,S12,Council Area,-7,-2,0,-3,-3,-4,-15,-3,-3,0,1,1,4,1,-6,2,1,6,4,7,-1,6,1,-3,-1,-5,-2,-10,-10,-9,-22,-29,-30,-29,-39,-25,-44,-58,-65,-65,-65,-64,-56
North Lanarkshire,Workplace,S12000050,North Lanarkshire,S12,Council Area,1,0,2,2,1,-1,0,3,0,2,1,1,1,2,1,1,2,2,2,2,3,4,1,1,1,-1,-2,0,-3,-7,-10,-18,-21,-23,-19,-21,-37,-53,-62,-65,-66,-53,-50
North Lanarkshire,Residential,S12000050,North Lanarkshire,S12,Council Area,1,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,1,1,2,2,1,4,6,9,9,10,9,6,15,22,25,26,27,18,13
North Lincolnshire,Retail & recreation,E06000013,North Lincolnshire,E06,Unitary Authority,-5,6,5,0,2,2,-1,6,-2,2,0,3,2,5,9,6,3,3,3,6,5,8,1,4,4,3,1,-2,-1,6,-1,-8,-4,-12,-35,-45,-33,-61,-63,-64,-66,-75,-79
North Lincolnshire,Grocery & pharmacy,E06000013,North Lincolnshire,E06,Unitary Authority,-6,-4,-3,-7,-6,-5,-1,-2,-3,3,-1,1,-2,1,-2,-1,-2,3,1,2,2,1,0,3,2,6,6,7,9,19,24,24,29,16,13,-2,0,-21,-24,-24,-28,-35,-41
